#Annotated with Bakta v1.9.4, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	80402	80581	+	JCNBHB_00355	6.9	4.6		RefSeq:WP_002381345.1, SO:0001217, UniParc:UPI000005BCC6, UniRef:UniRef100_A0A640NC82, UniRef:UniRef50_A0A640NC82, UniRef:UniRef90_A0A640NC82
contig_1	125621	126100	-	JCNBHB_00535	18.3	9.2		RefSeq:WP_002404523.1, SO:0001217, UniParc:UPI0001E19FB6, UniRef:UniRef100_UPI0001E19FB6, UniRef:UniRef50_UPI0001E19FB6, UniRef:UniRef90_UPI0001E19FB6
contig_1	130816	130971	+	JCNBHB_00555	5.9	5.7		RefSeq:WP_002404395.1, SO:0001217, UniParc:UPI0001E19EC8, UniRef:UniRef100_UPI0001E19EC8, UniRef:UniRef50_UPI0001E19EC8, UniRef:UniRef90_UPI0001E19EC8
contig_1	134610	135707	+	JCNBHB_00570	43.1	9.3		RefSeq:WP_002359281.1, SO:0001217, UniParc:UPI0001B1DF31, UniRef:UniRef100_C7CZR6, UniRef:UniRef50_C7CZR6, UniRef:UniRef90_C7CZR6
contig_1	245619	245756	+	JCNBHB_01275	4.9	7.7		RefSeq:WP_002355203.1, SO:0001217, UniParc:UPI00019F6D6D, UniRef:UniRef100_A0A1J6XW10, UniRef:UniRef50_A0A1J6XW10, UniRef:UniRef90_A0A1J6XW10
contig_1	298727	298939	+	JCNBHB_01535	8.3	9.5		RefSeq:WP_002370267.1, SO:0001217, UniParc:UPI0001B2BB98, UniRef:UniRef100_E3USD1, UniRef:UniRef50_A0A5C5EK44, UniRef:UniRef90_E3USD1
contig_1	298965	299066	+	JCNBHB_01540	3.6	4.7		
contig_1	299068	299322	+	JCNBHB_01545	10.1	5.0		RefSeq:WP_010773685.1, SO:0001217, UniParc:UPI0002DD065B, UniRef:UniRef100_A0A125W472, UniRef:UniRef50_A0A125W472, UniRef:UniRef90_A0A125W472
contig_1	309085	309279	+	JCNBHB_01590	7.6	4.5		RefSeq:WP_025186868.1, SO:0001217, UniParc:UPI00046C8864, UniRef:UniRef100_UPI00046C8864, UniRef:UniRef50_G0YP58, UniRef:UniRef90_A0A3F3LFE3
contig_1	384848	385078	+	JCNBHB_01940	9.0	9.0		RefSeq:WP_002385239.1, SO:0001217, UniParc:UPI00019F325A, UniRef:UniRef100_A0A1Q1FXU8, UniRef:UniRef50_Q82ZJ8, UniRef:UniRef90_Q82ZJ8
